ID,Municipality,Project Name,Status,Entity,Region,Project Type
1397,Bourne,Library Attic Insulation,Complete,Bourne,Southeast,Envelope Improvement
242,Kingston,Library Demand Control Ventilation,Complete,Kingston,Southeast,HVAC
522,Kingston,Library EMS Upgrade,Complete,Kingston,Southeast,Operations
5004,Brookfield,Library FURNACE w ECM >=95,Complete,Brookfield,Central,HVAC
2138,Kingston,LIBRARY General PA Project,Complete,Kingston,Southeast,Custom PA Efficiency
2064,Freetown,LIBRARY General PA Project,Complete,Freetown,Southeast,Custom PA Efficiency
1911,Dedham,LIBRARY General PA Project,Complete,Dedham,Northeast,Custom PA Efficiency
2634,Plymouth,LIBRARY General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
2935,Truro,Library General PA Project,Complete,Truro,Southeast,Custom PA Efficiency
241,Kingston,Library High Eff Condensing Boiler,Complete,Kingston,Southeast,HVAC
1099,Bolton,LIBRARY HVAC,Complete,Bolton,Central,HVAC
1097,Bolton,LIBRARY HVAC,Complete,Bolton,Central,HVAC
1648,Bourne,Library HVAC,Complete,Bourne,Southeast,HVAC
5308,Yarmouth,Library HVAC,Complete,Yarmouth,Southeast,HVAC
1701,Brookfield,Library Indoor Lighting,Complete,Brookfield,Central,Lighting
1152,Bourne,Library Indoor Lighting,Complete,Bourne,Southeast,Lighting
1804,Harvard,LIBRARY Indoor Lighting,Complete,Harvard,Central,Lighting
1893,Clinton,LIBRARY Indoor Lighting,Complete,Clinton,Central,Lighting
2146,Lancaster,LIBRARY Indoor Lighting,Complete,Lancaster,Central,Lighting
2130,Hubbardston,Library Indoor Lighting,Complete,Hubbardston,Central,Lighting
3032,Weymouth,LIBRARY Indoor Lighting,Complete,Weymouth,Southeast,Lighting
2886,Sturbridge,LIBRARY Indoor Lighting,Complete,Sturbridge,Central,Lighting
2888,Sturbridge,LIBRARY Indoor Lighting,Complete,Sturbridge,Central,Lighting
3122,Worcester,LIBRARY Indoor Lighting,Complete,Worcester,Central,Lighting
2606,Richmond,LIBRARY Indoor Lighting,Complete,Richmond,Western,Lighting
2575,Quincy,LIBRARY Indoor Lighting,Complete,Quincy,Northeast,Lighting
2576,Quincy,LIBRARY Indoor Lighting,Complete,Quincy,Northeast,Lighting
2561,Quincy,LIBRARY Indoor Lighting,Complete,Quincy,Northeast,Lighting
2537,Pepperell,LIBRARY Indoor Lighting,Complete,Pepperell,Central,Lighting
2538,Pepperell,LIBRARY Indoor Lighting,Complete,Pepperell,Central,Lighting
2539,Pepperell,LIBRARY Indoor Lighting,Complete,Pepperell,Central,Lighting
2675,Rutland,LIBRARY Indoor Lighting,Complete,Rutland,Central,Lighting
2676,Rutland,LIBRARY Indoor Lighting,Complete,Rutland,Central,Lighting
3227,Lincoln,LIBRARY LINK & REED FIELDHOUSE EMS General PA Proj,Complete,Lincoln,Northeast,Custom PA Efficiency
1098,Bolton,LIBRARY Motors / Drives,Complete,Bolton,Central,Pumps/Motors/Drives
1153,Bourne,Library Operations,Complete,Bourne,Southeast,Operations
1730,Cambridge,LIBRARY Operations,Complete,Cambridge,Northeast,Operations
2652,Plymouth,LIBRARY PHASE 2 LIGHTING,Complete,Plymouth,Southeast,Lighting
363,Kingston,Library Stacks Occupancy Senso,Complete,Kingston,Southeast,Lighting
343,Acton,lighting,Complete,Acton,Central,Lighting
388,Athol,Lighting,Complete,Athol,Western,Lighting
389,Athol,Lighting,Complete,Athol,Western,Lighting
407,Gardner,Lighting,Complete,Gardner,Central,Lighting
408,Gardner,Lighting,Complete,Gardner,Central,Lighting
410,Gardner,Lighting,Complete,Gardner,Central,Lighting
412,Gardner,Lighting,Complete,Gardner,Central,Lighting
383,Swampscott,Lighting & controls,Complete,Swampscott,Northeast,Lighting
355,Greenfield,Lighting & controls,Complete,Greenfield,Western,Lighting
356,Hopkinton,Lighting & Occupancy Sensors,Complete,Hopkinton,Central,Lighting
357,Hopkinton,Lighting & Occupancy Sensors,Complete,Hopkinton,Central,Lighting
359,Hopkinton,Lighting & Occupancy Sensors,Complete,Hopkinton,Central,Lighting
360,Hopkinton,Lighting & Occupancy Sensors,Complete,Hopkinton,Central,Lighting
351,Cambridge,Lighting & Sensors,Complete,Cambridge,Northeast,Lighting
352,Cambridge,Lighting & Sensors,Complete,Cambridge,Northeast,Lighting
353,Cambridge,Lighting & Sensors,Complete,Cambridge,Northeast,Lighting
354,Cambridge,Lighting & Sensors,Complete,Cambridge,Northeast,Lighting
5843,Medway,Lighting & sensors - Fire #2,Complete,Medway,Central,Lighting
5848,Medway,Lighting & sensors - library,Complete,Medway,Central,Lighting
5845,Medway,Lighting & sensors - Sr Ctr,Complete,Medway,Central,Lighting
5844,Medway,Lighting & sensors -Hwy Barn,Complete,Medway,Central,Lighting
367,Lowell,Lighting and vending measures,Complete,Lowell,Northeast,Lighting
368,Lowell,Lighting and vending measures,Complete,Lowell,Northeast,Lighting
369,Lowell,Lighting and vending measures,Complete,Lowell,Northeast,Lighting
370,Lowell,Lighting and vending measures,Complete,Lowell,Northeast,Lighting
374,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
375,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
376,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
377,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
378,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
379,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
380,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
381,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
382,Sudbury,Lighting Controls,Complete,Sudbury,Northeast,Lighting
4717,Melrose,"Lighting controls exterior, Soccer Complex",Complete,Melrose,Northeast,Exterior Lighting
5958,Gloucester,Lighting exterior & interior - library,Complete,Gloucester,Northeast,Lighting
860,Topsfield,Lighting indoor - Proctor Elem Sch,Complete,Topsfield,Northeast,Lighting
4806,Mendon,Lighting interior - Highway,Complete,Mendon,Central,Lighting
873,Sutton,Lighting Interior - School Complex,Complete,Sutton,Central,Lighting
800,Bedford,Lighting Interior Full Bldg Upgrade,Complete,Bedford,Northeast,Lighting
4691,Bedford,Lighting interior retrofit,Complete,Bedford,Northeast,Lighting
4719,Melrose,Lighting interior retrofit Library,Complete,Melrose,Northeast,Lighting
4739,Cambridge,Lighting interior updates,Complete,Cambridge,Northeast,Lighting
4782,Mendon,Lighting interior updates - Fire / Public Safety,Complete,Mendon,Central,Lighting
4747,Easton,Lighting interior updates - High Sch gyms,Complete,Easton,Southeast,Lighting
4775,Mendon,Lighting interior updates - Library,Complete,Mendon,Central,Lighting
4783,Mendon,Lighting interior updates - Police,Complete,Mendon,Central,Lighting
4784,Mendon,Lighting interior updates - Senior Ctr,Complete,Mendon,Central,Lighting
4799,Mendon,Lighting interior updates - Sr Ctr,Complete,Mendon,Central,Lighting
5309,Sutton,Lighting interior upgrades,Complete,Sutton,Central,Lighting
4857,Maynard,Lighting interior/exterior Fowler Sch,Complete,Maynard,Central,Lighting
5922,Topsfield,Lighting outdoor - Proctor Elem Sch,Complete,Topsfield,Northeast,Exterior Lighting
5938,Carlisle,Lighting outdoor - Public Sch,Complete,Carlisle,Northeast,Exterior Lighting
5933,Carlisle,Lighting outdoor - Town Hall,Complete,Carlisle,Northeast,Exterior Lighting
387,Athol,Lighting retrofit,Complete,Athol,Western,Lighting
430,North Brookfield,Lighting retrofit,Complete,North Brookfield,Central,Lighting
431,North Brookfield,Lighting retrofit,Complete,North Brookfield,Central,Lighting
434,Otis,Lighting retrofit,Complete,Otis,Western,Lighting
366,Lincoln,lighting sensors,Complete,Lincoln,Northeast,Lighting
5402,Revere,Lighting system Improvements - City Hall,Complete,Revere,Northeast,Lighting
3888,Salem,Lighting upgrade DPW HQ,Complete,Salem,Northeast,Lighting
3887,Salem,Lighting upgrade Fire Station,Complete,Salem,Northeast,Lighting
4718,Melrose,Lighting upgrade interior Police,Complete,Melrose,Northeast,Lighting
3885,Salem,Lighting upgrade library,Complete,Salem,Northeast,Lighting
3886,Salem,Lighting upgrade Police HQ,Complete,Salem,Northeast,Lighting
437,Otis,Lighting Upgrade/Install Censo,Complete,Otis,Western,Lighting
404,Easthampton,Lighting upgrades,Complete,Easthampton,Western,Lighting
423,Lenox,Lighting Upgrades,Complete,Lenox,Western,Lighting
425,Lenox,Lighting Upgrades,Complete,Lenox,Western,Lighting
426,Lenox,Lighting Upgrades,Complete,Lenox,Western,Lighting
427,Lenox,Lighting Upgrades,Complete,Lenox,Western,Lighting
428,Lenox,Lighting Upgrades,Complete,Lenox,Western,Lighting
429,Lenox,Lighting Upgrades,Complete,Lenox,Western,Lighting
344,Andover,Lighting Upgrades,Complete,Andover,Northeast,Lighting
345,Andover,Lighting Upgrades,Complete,Andover,Northeast,Lighting
346,Andover,Lighting Upgrades,Complete,Andover,Northeast,Lighting
347,Andover,Lighting Upgrades,Complete,Andover,Northeast,Lighting
348,Andover,Lighting Upgrades,Complete,Andover,Northeast,Lighting
349,Andover,Lighting Upgrades,Complete,Andover,Northeast,Lighting
350,Andover,Lighting Upgrades,Complete,Andover,Northeast,Lighting
3295,Dennis,Lihgitng + Vending Controls,Complete,Dennis,Southeast,Lighting
3143,Northampton,Lily Library Association General PA Project,Complete,Northampton,Western,Custom PA Efficiency
3064,Winchester,LINCOLN SCHOOL General PA Project,Complete,Winchester,Northeast,Custom PA Efficiency
1719,Brookline,LINCOLN SCHOOL General PA Project,Complete,Brookline,Northeast,Custom PA Efficiency
5010,Brookline,Lincoln School HVAC,Complete,Brookline,Northeast,HVAC
3060,Winchester,LINCOLN SCHOOL Indoor Lighting,Complete,Winchester,Northeast,Lighting
5281,Worcester,Lincoln School refrigeration,Complete,Worcester,Central,Refrigeration
2895,Sudbury,LINCOLN-SUDBURY HIGH SCHOOL Indoor Lighting,Complete,Lincoln Sudbury Regional High School,Northeast,Lighting
3373,Wayland,LOKER ELEMENTARY SCHOOL General PA Project,Complete,Wayland,Northeast,Custom PA Efficiency
2892,Sudbury,LORING ELEMENTARY SCHOOL Indoor Lighting,Complete,Sudbury,Northeast,Lighting
5243,Westford,Low Flow Pre-Rinse Spray Nozzle,Complete,Westford,Northeast,Hot Water
307,Boston,Low-Emissivity Ceiling,Complete,Department of Conservation and Recreation,Northeast,HVAC
308,Weymouth,Low-Emissivity Ceiling,Complete,Department of Conservation and Recreation,Southeast,HVAC
309,Boston,Low-Emissivity Ceiling,Complete,Department of Conservation and Recreation,Northeast,HVAC
310,Boston,Low-Emissivity Ceiling,Complete,Department of Conservation and Recreation,Northeast,HVAC
311,Boston,Low-Emissivity Ceiling,Complete,Department of Conservation and Recreation,Northeast,HVAC
5086,Lowell,LOWELL CITY HALL EMS install,Complete,Lowell,Northeast,Operations
5089,Lowell,LOWELL HEALTH DEPT EMS install,Complete,Lowell,Northeast,Operations
5090,Lowell,Lowell High School EMS install,Complete,Lowell,Northeast,Operations
5094,Lowell,Lowell Regional Wastewater Uti PROCESS,Complete,Lowell,Northeast,Process
5095,Lowell,LOWELL SCHOOL BUS Dept EMS install,Complete,Lowell,Northeast,Operations
4971,Boston,Lower Mills Library - Dorchester EMS install,Complete,Boston,Northeast,Operations
1762,Canton,LT PETER HANSEN SCHOOL General PA Project,Complete,Canton,Southeast,Custom PA Efficiency
2323,Ludlow,Ludlow Housing Authority Indoor Lighting,Complete,Ludlow Housing Authority,Western,Lighting
2324,Lunenburg,Lunenburg Housing Authority HVAC,Complete,Lunenburg Housing Authority,Central,HVAC
3063,Winchester,LYNCH ELEMENTARY General PA Project,Complete,Winchester,Northeast,Custom PA Efficiency
1717,Brookline,LYNCH RECREATION CENTER General PA Project,Complete,Brookline,Northeast,Custom PA Efficiency
3058,Winchester,LYNCH SCHOOL Indoor Lighting,Complete,Winchester,Northeast,Lighting
2325,Lynn,LYNN PUBLIC SCHOOLS Indoor Lighting,Complete,Lynn,Northeast,Lighting
2329,Lynn,LYNN PUBLIC SCHOOLS Indoor Lighting,Complete,Lynn,Northeast,Lighting
2814,Boston,MA DEPT OF CONSERVATION & RECREATION Indoor Lighti,Complete,Department of Conservation and Recreation,Northeast,Lighting
2815,Boston,MA DEPT OF CONSERVATION & RECREATION Indoor Lighti,Complete,Department of Conservation and Recreation,Northeast,Lighting
2861,Boston,MA DEPT OF CONSERVATION & RECREATION Indoor Lighti,Complete,Department of Conservation and Recreation,Northeast,Lighting
2068,Freetown,MAIN FIRE STATION General PA Project,Complete,Freetown,Southeast,Custom PA Efficiency
3213,Lexington,MAIN PUMP STATION General PA Project,Complete,Lexington,Northeast,Custom PA Efficiency
2547,Pittsfield,MAINTENANCE DEPT Indoor Lighting,Complete,Pittsfield,Western,Lighting
2550,Pittsfield,MAINTENANCE DEPT Indoor Lighting,Complete,Pittsfield,Western,Lighting
5103,Malden,Malden High School EMS install,Complete,Malden,Northeast,Operations
5102,Malden,Malden High School New Construction,Complete,Malden,Northeast,New Construction
2685,Salem,MALL LIGHTS Exterior Lighting,Complete,Salem,Northeast,Exterior Lighting
2625,Plymouth,MANOMET ELEMENTARY SCHOOL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
3277,Plymouth,MANOMET ELEMENTARY SCHOOL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
4830,Boston,MAPC Metropolitan Area Planning Council,Complete,MassDEP,Northeast,Biofuel CHP
5028,East Longmeadow,Mapleshade School Lighting,Complete,East Longmeadow,Western,Lighting
5113,Marlborough,MARLBORO HIGH SCHOOL (OUTSIDE LIGHTING),Complete,Marlborough,Central,Exterior Lighting
5112,Marlborough,MARLBORO HIGH SCHOOL - Field House Lighting,Complete,Marlborough,Central,Lighting
5115,Marlborough,MARLBORO MIDDLE SCHOOL (Gyms) Lighting,Complete,Marlborough,Central,Lighting
5116,Marlborough,MARLBORO MIDDLE SCHOOL (Outside Lighting),Complete,Marlborough,Central,Exterior Lighting
2345,Marlborough,MARLBOROUGH SCHOOL DEPT General PA Project,Complete,Marlborough,Central,Custom PA Efficiency
2351,Marlborough,MARLBOROUGH SCHOOL DEPT Indoor Lighting,Complete,Marlborough,Central,Lighting
5106,Marlborough,Marlborough Schools - Refrig Cntrls,Complete,Marlborough,Central,Refrigeration
3294,Barnstable,Marsten Mills General PA Project,Complete,Barnstable,Southeast,Custom PA Efficiency
2235,Oak Bluffs,Martha's Vineyard Regional High School General PA ,Complete,Martha's Vineyard Public Schools,Southeast,Custom PA Efficiency
2361,Marshfield,MARTINSON ELEMENTARY SCHOOL General PA Project,Complete,Marshfield,Southeast,Custom PA Efficiency
3229,Chelsea,MARY C. BURKE COMPLEX General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
1884,Chelsea,MARY C. BURKE COMPLEX General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
1877,Chelsea,MARY C. BURKE COMPLEX General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
1874,Chelsea,MARY C. BURKE COMPLEX General PA Project,Complete,Chelsea,Northeast,Custom PA Efficiency
2367,Mashpee,MASHPEE PUBLIC SCHOOLS Motors / Drives,Complete,Mashpee,Southeast,Pumps/Motors/Drives
2368,Mashpee,Mashpee Wampanoag TC General PA Project,Complete,Mashpee Wampanoag Tribal Council,Southeast,Custom PA Efficiency
2819,Boston,MASS ARCHIVES BLDG  COOL CHOICE,Complete,Division of Capital Asset Management,Northeast,HVAC
2846,Bourne,Mass Maritime Academy General PA Project,Complete,Massachusetts Maritime Academy,Southeast,Custom PA Efficiency
2052,Framingham,MASS STATE POLICE H2 BARRACKS General PA Project,Complete,Department of State Police,Northeast,Custom PA Efficiency
2053,Framingham,MASS STATE POLICE HEADQUARTERS General PA Project,Complete,Department of State Police,Northeast,Custom PA Efficiency
4841,Boston,Massachusetts Electric Vehicle (EV) Roundtable,Complete,MassDEP,Northeast,Vehicles
2849,Canton,MASSASOIT COMMUNITY COLLEGE General PA Project,Complete,Massasoit Community College,Southeast,Custom PA Efficiency
4684,Brockton,Massasoit Comprehensive Energy and Water Eff,Complete,Massasoit Community College,Southeast,En Save PC
1132,Boston,MATHER Elementary School Exterior Lighting,Complete,Boston,Northeast,Exterior Lighting
3490,Marlborough,maximize use of high service pump #3 over #1,Complete,Marlborough,Central,Operations
3491,Marlborough,maximize use of raw water pump #2 over #1,Complete,Marlborough,Central,Operations
5282,Worcester,May School refrigeration,Complete,Worcester,Central,Refrigeration
2857,Boston,MBTA QUALITY CONTROL FACILITY General PA Project,Complete,Massachusetts Bay Transit Authority,Northeast,Custom PA Efficiency
2866,Boston,MBTA-500 ARBORWAY BLVD General PA Project,Complete,Massachusetts Bay Transit Authority,Northeast,Custom PA Efficiency
2836,Boston,MBTA-BUS STATION-SOUTHAMPTON ST. General PA Projec,Complete,Massachusetts Bay Transit Authority,Northeast,Custom PA Efficiency
2845,Boston,MBTA-CABOT YARD-TRAILER & BUS General PA Project,Complete,Massachusetts Bay Transit Authority,Northeast,Custom PA Efficiency
3286,Boston,MBTA-CABOT YARD-TRAINING OP General PA Project,Complete,Massachusetts Bay Transit Authority,Northeast,Custom PA Efficiency
3271,Boston,MBTA-CHARLESTOWN BLDG #2 & #3 General PA Project,Complete,Massachusetts Bay Transit Authority,Northeast,Custom PA Efficiency
2835,Boston,MBTA-TRANSIT POLICE General PA Project,Complete,Massachusetts Bay Transit Authority,Northeast,Custom PA Efficiency
2818,Boston,MBTA-TRANSIT POLICE Indoor Lighting,Complete,Massachusetts Bay Transit Authority,Northeast,Lighting
3360,Winchester,MCCALL MIDDLE SCHOOL General PA Project,Complete,Winchester,Northeast,Custom PA Efficiency
3059,Winchester,MCCALL MIDDLE SCHOOL Indoor Lighting,Complete,Winchester,Northeast,Lighting
3193,Winchester,MCCALL MIDDLE SCHOOL REFRIGERATION PROJECT,Complete,Winchester,Northeast,Refrigeration
3268,Framingham,MCCARTHY ELEMENTARY SCHOOL General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
2828,Boston,MCCORMACK BUILDING CAFE & CONF LIGHTING,Complete,Division of Capital Asset Management,Northeast,Lighting
1130,Boston,MCCORMACK Elementary School General PA Project,Complete,Boston,Northeast,Custom PA Efficiency
1353,Boston,MCCORMICK BUILDING Indoor Lighting,Complete,Division of Capital Asset Management,Northeast,Lighting
3260,Waltham,MCDEVITT MIDDLE SCHOOL LIGHTING PROJECT,Complete,Waltham,Northeast,Lighting
2402,Medway,MCGOVERN ELEMENTARY SCHOOL General PA Project,Complete,Medway,Central,Custom PA Efficiency
5283,Worcester,McGrath School refrigeration,Complete,Worcester,Central,Refrigeration
2869,Norfolk,MCI NORFOLK General PA Project,Complete,Department of Correction,Central,Custom PA Efficiency
4953,Beverly,McKeown School Lighting,Complete,Beverly,Northeast,Lighting
1108,Boston,MCKINLEY Elementary School General PA Project,Complete,Boston,Northeast,Custom PA Efficiency
3210,Canton,MDC SKATING RINK General PA Project,Complete,Department of Conservation and Recreation,Southeast,Custom PA Efficiency
5131,Medford,MEDFORD HIGH SCHOOL Lighting,Complete,Medford,Northeast,Lighting
5129,Medford,MEDFORD HIGH SCHOOL Operations,Complete,Medford,Northeast,Operations
5135,Melrose,Melrose LED Streetlighting,Complete,Melrose,Northeast,Exterior Lighting
2838,Boston,"MEMORIAL DRIVE, MASS AVE BRIDGE AND JFK PARK Gener",Complete,Department of Conservation and Recreation,Northeast,Custom PA Efficiency
2390,Medfield,MEMORIAL ELEM SCHOOL SENSOR PROJECT,Complete,Medfield,Central,Operations
2394,Medfield,MEMORIAL ELEMENTARY SCHOOL General PA Project,Complete,Medfield,Central,Custom PA Efficiency
2376,Medfield,MEMORIAL ELEMENTARY SCHOOL General PA Project,Complete,Medfield,Central,Custom PA Efficiency
2383,Medfield,MEMORIAL ELEMENTARY SCHOOL General PA Project,Complete,Medfield,Central,Custom PA Efficiency
2650,Plymouth,MEMORIAL HALL General PA Project,Complete,Plymouth,Southeast,Custom PA Efficiency
975,Acton,MEMORIAL LIBRARY Lighting,Complete,Acton,Central,Lighting
3384,Fitchburg,Memorial School HVAC,Complete,Fitchburg,Central,HVAC
2044,Framingham,MEMORIAL TOWN HALL General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
2032,Framingham,MEMORIAL TOWN HALL General PA Project,Complete,Framingham,Northeast,Custom PA Efficiency
3233,Canton,MEMORIAL TOWN HALL General PA Project,Complete,Canton,Southeast,Custom PA Efficiency
3007,Weston,MIDDLE SCHOOL General PA Project,Complete,Weston,Northeast,Custom PA Efficiency
2403,Medway,MIDDLE SCHOOL General PA Project,Complete,Medway,Central,Custom PA Efficiency
2378,Medfield,MIDDLE SCHOOL General PA Project,Complete,Medfield,Central,Custom PA Efficiency
1984,Fairhaven,MIDDLE SCHOOL General PA Project,Complete,Fairhaven,Southeast,Custom PA Efficiency
2124,Hopkinton,MIDDLE SCHOOL General PA Project,Complete,Hopkinton,Central,Custom PA Efficiency
3365,Acushnet,MIDDLE SCHOOL General PA Project,Complete,Acushnet,Southeast,Custom PA Efficiency
2774,Ware,MIDDLE SCHOOL Indoor Lighting,Complete,Ware,Western,Lighting
2953,Webster,MIDDLE SCHOOL Indoor Lighting,Complete,Webster,Central,Lighting
2954,Webster,MIDDLE SCHOOL Indoor Lighting,Complete,Webster,Central,Lighting
2793,Wayland,MIDDLE SCHOOL Indoor Lighting,Complete,Wayland,Northeast,Lighting
4930,Amesbury,Middle School INSULATION SHELL,Complete,Amesbury,Northeast,Envelope Improvement
5037,Gardner,Middle School LED Exterior Lights,Complete,Gardner,Central,Exterior Lighting
5170,Pembroke,Middle School Lighting Occupancy Sensors,Complete,Pembroke,Southeast,Lighting
1986,Fairhaven,MIDDLE SCHOOL Operations,Complete,Fairhaven,Southeast,Operations
3378,Wayland,MIDDLE SCHOOL PHASE II COMPREHENSIVE,Complete,Wayland,Northeast,Lighting
1770,Carver,MIDDLE/HIGH SCHOOL General PA Project,Complete,Carver,Southeast,Custom PA Efficiency
5284,Worcester,Midland School refrigeration,Complete,Worcester,Central,Refrigeration
5142,Millbury,Millbury High School Lighting,Complete,Millbury,Central,Lighting
5141,Millbury,Millbury High School Operations,Complete,Millbury,Central,Operations
5140,Millbury,Millbury Holiday Lights,Complete,Millbury,Central,Exterior Lighting
5143,Millbury,Millbury Junior/Senior HS refrigeration,Complete,Millbury,Central,Refrigeration
2444,Milton,MILTON PUBLIC HOUSING A-E General PA Project,Complete,MILTON PUBLIC HOUSING A-E,Northeast,Custom PA Efficiency
2443,Milton,MILTON PUBLIC HOUSING F-J General PA Project,Complete,MILTON PUBLIC HOUSING A-E,Northeast,Custom PA Efficiency
5258,Wilbraham,Minnechaug Regional High School New Construction,Complete,Wilbraham,Western,New Construction
2284,Lexington,MINUTEMAN REGIONAL VOCATIONAL HIGH SCHOOL General ,Complete,Minuteman Regional Vocational Technical School District,Northeast,Custom PA Efficiency
2286,Lexington,MINUTEMAN REGIONAL VOCATIONAL HIGH SCHOOL Lighting,Complete,Lexington,Northeast,Lighting
1042,Barnstable,MM E HORACE MANN CHARTER P.S. Motors / Drives,Complete,Barnstable,Southeast,Pumps/Motors/Drives
1294,Barnstable,MM E HORACE MANN CHARTER P.S. Refrigeration,Complete,Barnstable,Southeast,Refrigeration
5081,Lowell,Molloy School Pipe Insulation,Complete,Lowell,Northeast,Hot Water
5082,Lowell,Molloy School STEAM TRAPS,Complete,Lowell,Northeast,HVAC
2449,Monson,MONSON SCHOOL DEPARTMENT General PA Project,Complete,Monson,Western,Custom PA Efficiency
2450,Monson,MONSON SCHOOL DEPARTMENT General PA Project,Complete,Monson,Western,Custom PA Efficiency
2451,Monson,MONSON SCHOOL DEPARTMENT General PA Project,Complete,Monson,Western,Custom PA Efficiency
2446,Monson,MONSON SCHOOL DEPARTMENT Indoor Lighting,Complete,Monson,Western,Lighting
2447,Monson,MONSON SCHOOL DEPARTMENT Indoor Lighting,Complete,Monson,Western,Lighting
2448,Monson,MONSON SCHOOL DEPARTMENT Indoor Lighting,Complete,Monson,Western,Lighting
2021,Fitchburg,Montechusett Regional Vocational School Indoor Lig,Complete,Montachusett Regional Vocational Technical School District,Central,Lighting
3380,Fitchburg,Montechusett Regional Vocational School Indoor Lig,Complete,Montachusett Regional Vocational Technical School District,Central,Lighting
5096,Lowell,Moody ES STEAM TRAPS,Complete,Lowell,Northeast,HVAC
3256,Cambridge,MORSE SCHOOL DDC INTEGRATION,Complete,Cambridge,Northeast,Operations
3261,Cambridge,MORSE SCHOOL General PA Project,Complete,Cambridge,Northeast,Custom PA Efficiency
1729,Cambridge,MORSE SCHOOL Operations,Complete,Cambridge,Northeast,Operations
5934,Carlisle,Motion sensors interior lighting - Town Hall,Complete,Carlisle,Northeast,Lighting
614,Easthampton,motor controls,Complete,Easthampton,Western,Pumps/Motors/Drives
1138,Boston,MOZART SCHOOL Elementary School General PA Projec,Complete,Boston,Northeast,Custom PA Efficiency
3547,Amherst,Muni Purchase Streetlights,Complete,Amherst,Western,Exterior Lighting
3548,Arlington,Muni Purchase Streetlights,Complete,Arlington,Northeast,Exterior Lighting
5318,Hopkinton,Muni Purchase Streetlights,Complete,Hopkinton,Central,Exterior Lighting
3549,Ashland,Muni Purchase Streetlights -,Complete,Ashland,Northeast,Exterior Lighting
3550,Bedford,Muni Purchase Streetlights -,Complete,Bedford,Northeast,Exterior Lighting
3551,Boston,Muni Purchase Streetlights -,Complete,Boston,Northeast,Exterior Lighting
3552,Bourne,Muni Purchase Streetlights -,Complete,Bourne,Southeast,Exterior Lighting
3553,Brewster,Muni Purchase Streetlights -,Complete,Brewster,Southeast,Exterior Lighting
3554,Canton,Muni Purchase Streetlights -,Complete,Canton,Southeast,Exterior Lighting
3555,Chatham,Muni Purchase Streetlights -,Complete,Chatham,Southeast,Exterior Lighting
3556,Chelmsford,Muni Purchase Streetlights -,Complete,Chelmsford,Northeast,Exterior Lighting
3557,Cohasset,Muni Purchase Streetlights -,Complete,Cohasset,Southeast,Exterior Lighting
3558,Dartmouth,Muni Purchase Streetlights -,Complete,Dartmouth,Southeast,Exterior Lighting
3559,Dennis,Muni Purchase Streetlights -,Complete,Dennis,Southeast,Exterior Lighting
3560,Erving,Muni Purchase Streetlights -,Complete,Erving,Western,Exterior Lighting
3561,Everett,Muni Purchase Streetlights -,Complete,Everett,Northeast,Exterior Lighting
3562,Fall River,Muni Purchase Streetlights -,Complete,Fall River,Southeast,Exterior Lighting
3563,Falmouth,Muni Purchase Streetlights -,Complete,Falmouth,Southeast,Exterior Lighting
3564,Greenfield,Muni Purchase Streetlights -,Complete,Greenfield,Western,Exterior Lighting
3565,Harwich,Muni Purchase Streetlights -,Complete,Harwich,Southeast,Exterior Lighting
3566,Holliston,Muni Purchase Streetlights -,Complete,Holliston,Central,Exterior Lighting
3567,Barnstable,Muni Purchase Streetlights -,Complete,Barnstable,Southeast,Exterior Lighting
3568,Lexington,Muni Purchase Streetlights -,Complete,Lexington,Northeast,Exterior Lighting
3569,Lynn,Muni Purchase Streetlights -,Complete,Lynn,Northeast,Exterior Lighting
3570,Malden,Muni Purchase Streetlights -,Complete,Malden,Northeast,Exterior Lighting
3571,Maynard,Muni Purchase Streetlights -,Complete,Maynard,Central,Exterior Lighting
3572,Mashpee,Muni Purchase Streetlights -,Complete,Mashpee,Southeast,Exterior Lighting
3573,Medway,Muni Purchase Streetlights -,Complete,Medway,Central,Exterior Lighting
3574,Melrose,Muni Purchase Streetlights -,Complete,Melrose,Northeast,Exterior Lighting
3575,Methuen,Muni Purchase Streetlights -,Complete,Methuen,Northeast,Exterior Lighting
3576,Milton,Muni Purchase Streetlights -,Complete,Milton,Northeast,Exterior Lighting
3577,Needham,Muni Purchase Streetlights -,Complete,Needham,Northeast,Exterior Lighting
